epoch,split,loss,masked_mse
1,train,1.354274292786916,1.354274292786916
1,val,1.380232925216357,1.380232925216357
2,train,1.3463321179151535,1.3463321179151535
2,val,1.1174921939770381,1.1174921939770381
3,train,1.0009741634130478,1.0009741634130478
3,val,1.0570538739363353,1.0570538739363353
4,train,1.033287152647972,1.033287152647972
4,val,1.010740414261818,1.010740414261818
5,train,1.0134576360384624,1.0134576360384624
5,val,0.9924091895421346,0.9924091895421346
6,train,1.0108837932348251,1.0108837932348251
6,val,0.9982685993115107,0.9982685993115107
7,train,1.0171715766191483,1.0171715766191483
7,val,1.025920420885086,1.025920420885086
8,train,0.9909266928831736,0.9909266928831736
8,val,0.9715343763430914,0.9715343763430914
9,train,1.0107330232858658,1.0107330232858658
9,val,0.9908764561017355,0.9908764561017355
10,train,0.9973196188608805,0.9973196188608805
10,val,1.0077268878618877,1.0077268878618877
1,train,1.3543935517470043,1.3543935517470043
1,val,1.3796681066354115,1.3796681066354115
2,train,1.3462029695510864,1.3462029695510864
2,val,1.1175264567136765,1.1175264567136765
3,train,1.0009821156660716,1.0009821156660716
3,val,1.0571131060520809,1.0571131060520809
4,train,1.0332810233036678,1.0332810233036678
4,val,1.0106944640477498,1.0106944640477498
5,train,1.0134398688872654,1.0134398688872654
5,val,0.9924060851335526,0.9924060851335526
6,train,1.0108435302972794,1.0108435302972794
6,val,0.9982485175132751,0.9982485175132751
7,train,1.0172220319509506,1.0172220319509506
7,val,1.0259655515352886,1.0259655515352886
8,train,0.9909015943606695,0.9909015943606695
8,val,0.9715494215488434,0.9715494215488434
9,train,1.01073557138443,1.01073557138443
9,val,0.9908279826243719,0.9908279826243719
10,train,0.99732539554437,0.99732539554437
10,val,1.0075937310854595,1.0075937310854595
11,train,0.9948185135920843,0.9948185135920843
11,val,0.9469010780254999,0.9469010780254999
12,train,0.9346891244252523,0.9346891244252523
12,val,0.9233287870883942,0.9233287870883942
13,train,0.9351071914037069,0.9351071914037069
13,val,0.9905771762132645,0.9905771762132645
14,train,0.9469630022843679,0.9469630022843679
14,val,0.9235520958900452,0.9235520958900452
15,train,0.9196089804172516,0.9196089804172516
15,val,0.9488988866408666,0.9488988866408666
16,train,0.9465235819419225,0.9465235819419225
16,val,0.9337247461080551,0.9337247461080551
17,train,0.9378574341535568,0.9378574341535568
17,val,0.923122450709343,0.923122450709343
18,train,0.9174253344535828,0.9174253344535828
18,val,0.9128913730382919,0.9128913730382919
19,train,0.8977500448624293,0.8977500448624293
19,val,0.9114846040805181,0.9114846040805181
20,train,0.9121307531992594,0.9121307531992594
20,val,0.9110778619845709,0.9110778619845709
21,train,0.9060632437467575,0.9060632437467575
21,val,0.9166143586238226,0.9166143586238226
22,train,0.9124445666869482,0.9124445666869482
22,val,0.9198814183473587,0.9198814183473587
23,train,0.9158139228820801,0.9158139228820801
23,val,0.9298586746056875,0.9298586746056875
24,train,0.8993869374195734,0.8993869374195734
24,val,0.9179002692302068,0.9179002692302068
25,train,0.8999077876408895,0.8999077876408895
25,val,0.9122583419084549,0.9122583419084549
26,train,0.8913772503534952,0.8913772503534952
26,val,0.9175272335608801,0.9175272335608801
27,train,0.9064380476872126,0.9064380476872126
27,val,0.9111170719067255,0.9111170719067255
28,train,0.9034926444292068,0.9034926444292068
28,val,0.9223902622858683,0.9223902622858683
29,train,0.9089772750933965,0.9089772750933965
29,val,0.9096940259138743,0.9096940259138743
30,train,0.8902645657459894,0.8902645657459894
30,val,0.9071307430664698,0.9071307430664698
31,train,0.9077631135781606,0.9077631135781606
31,val,0.9269232849280039,0.9269232849280039
32,train,0.912904774149259,0.912904774149259
32,val,0.8991544644037882,0.8991544644037882
33,train,0.8841440925995508,0.8841440925995508
33,val,0.9201072603464127,0.9201072603464127
34,train,0.9071167508761088,0.9071167508761088
34,val,0.9095193992058436,0.9095193992058436
35,train,0.9111105253299078,0.9111105253299078
35,val,0.9115214844544729,0.9115214844544729
36,train,0.9184422492980957,0.9184422492980957
36,val,0.8977889815966288,0.8977889815966288
37,train,0.8927903473377228,0.8927903473377228
37,val,0.8990844339132309,0.8990844339132309
38,train,0.898621529340744,0.898621529340744
38,val,0.9051935523748398,0.9051935523748398
39,train,0.9024999688069025,0.9024999688069025
39,val,0.9014113942782084,0.9014113942782084
40,train,0.9189549684524536,0.9189549684524536
40,val,0.9140142897764841,0.9140142897764841
41,train,0.9073402285575867,0.9073402285575867
41,val,0.9215554594993591,0.9215554594993591
42,train,0.910217821598053,0.910217821598053
42,val,0.9267197847366333,0.9267197847366333
43,train,0.917400524020195,0.917400524020195
43,val,0.9053628693024317,0.9053628693024317
44,train,0.9233467330535253,0.9233467330535253
44,val,0.8960671126842499,0.8960671126842499
45,train,0.91886106133461,0.91886106133461
45,val,0.8942771404981613,0.8942771404981613
46,train,0.9069863557815552,0.9069863557815552
46,val,0.9116882632176081,0.9116882632176081
47,train,0.9088209470113119,0.9088209470113119
47,val,0.9048060029745102,0.9048060029745102
48,train,0.9155734529097875,0.9155734529097875
48,val,0.9148423622051874,0.9148423622051874
49,train,0.8970262855291367,0.8970262855291367
49,val,0.9140645563602448,0.9140645563602448
50,train,0.9266478916009268,0.9266478916009268
50,val,0.9176712880531946,0.9176712880531946
51,train,0.916588137547175,0.916588137547175
51,val,0.917640154560407,0.917640154560407
52,train,0.9069191515445709,0.9069191515445709
52,val,0.9295032521088918,0.9295032521088918
53,train,0.9128070225318273,0.9128070225318273
53,val,0.8901882370313009,0.8901882370313009
54,train,0.9049211492141088,0.9049211492141088
54,val,0.9202295442422231,0.9202295442422231
55,train,0.9135877589384714,0.9135877589384714
55,val,0.9112118283907572,0.9112118283907572
56,train,0.8877120663722357,0.8877120663722357
56,val,0.9192607998847961,0.9192607998847961
57,train,0.8985406110684077,0.8985406110684077
57,val,0.9012992680072784,0.9012992680072784
58,train,0.9240702539682388,0.9240702539682388
58,val,0.9115478098392487,0.9115478098392487
59,train,0.9245021541913351,0.9245021541913351
59,val,0.9135609020789465,0.9135609020789465
60,train,0.9206570039192835,0.9206570039192835
60,val,0.9144568840662638,0.9144568840662638
61,train,0.9050629039605459,0.9050629039605459
61,val,0.917078509926796,0.917078509926796
62,train,0.9010584304730097,0.9010584304730097
62,val,0.9087362786134084,0.9087362786134084
63,train,0.9205114245414734,0.9205114245414734
63,val,0.9117148915926615,0.9117148915926615
64,train,0.907166322072347,0.907166322072347
64,val,0.9188005973895391,0.9188005973895391
65,train,0.904962162176768,0.904962162176768
65,val,0.9082779784997305,0.9082779784997305
66,train,0.907172163327535,0.907172163327535
66,val,0.9079420069853464,0.9079420069853464
67,train,0.8996930519739786,0.8996930519739786
67,val,0.916065533955892,0.916065533955892
68,train,0.8981410513321558,0.8981410513321558
68,val,0.9081203242142996,0.9081203242142996
69,train,0.9175017476081848,0.9175017476081848
69,val,0.9075957288344702,0.9075957288344702
70,train,0.9068138351043066,0.9068138351043066
70,val,0.9155838241179785,0.9155838241179785
71,train,0.917090967297554,0.917090967297554
71,val,0.9202154874801636,0.9202154874801636
72,train,0.9094101935625076,0.9094101935625076
72,val,0.9217711339394251,0.9217711339394251
73,train,0.9043127199014028,0.9043127199014028
73,val,0.889273559053739,0.889273559053739
74,train,0.9097740252812704,0.9097740252812704
74,val,0.9309628754854202,0.9309628754854202
75,train,0.9338924189408621,0.9338924189408621
75,val,0.9138316909472147,0.9138316909472147
76,train,0.91558604935805,0.91558604935805
76,val,0.8976252923409144,0.8976252923409144
77,train,0.9225697219371796,0.9225697219371796
77,val,0.9161640157302221,0.9161640157302221
78,train,0.9248307545979818,0.9248307545979818
78,val,0.9087263395388921,0.9087263395388921
79,train,0.9059251050154368,0.9059251050154368
79,val,0.9233853071928024,0.9233853071928024
80,train,0.9238596806923548,0.9238596806923548
80,val,0.9312246342500051,0.9312246342500051
81,train,0.9200723419586817,0.9200723419586817
81,val,0.909830575188001,0.909830575188001
82,train,0.9103768765926361,0.9103768765926361
82,val,0.9113219082355499,0.9113219082355499
83,train,0.911257192492485,0.911257192492485
83,val,0.9127084116141001,0.9127084116141001
84,train,0.8986564179261526,0.8986564179261526
